"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"17387282476","17386809394","14290222","","","2010-06-30 04:00:54 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@davechensky What about Sun VirtualBox (free)? Allows you to run Windows within OS X, which should be sufficient for non-gaming purposes"
"17054057230","","","","","2010-06-26 00:23:16 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","iPhone 4 cons: service/antennae problems, pros: EVERYTHING ELSE #fb"
"16502422555","","","","","2010-06-18 22:31:01 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Headed to see Isis' sixth-to-last show ever at a sold out Webster Hall #fb"
"16342867320","16302588907","14922441","","","2010-06-16 23:13:20 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@mattbertolini You strike me as more of an Android guy. I think it'll surpass iPhone in a few years but not yet. I preordered one too."
"16281502477","","","","","2010-06-16 04:27:26 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Safari Reader is flat-out awesome."
"16197670485","","","","","2010-06-15 03:30:03 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","This is what I've been saying for over a year now: http://bit.ly/bMVVGV #fb"
"15814711698","","","","","2010-06-10 01:06:46 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Shows I'm going to: Arcade Fire/Spoon, The Flaming Lips, Isis/Melvins, Panda Bear, and Roger Waters playing The Wall in its entirety #fb"
"15814080827","15800379076","14922441","","","2010-06-10 00:55:50 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@mattbertolini Where at?"
"15680794342","15680614396","14922441","","","2010-06-08 03:57:18 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@mattbertolini I was joking; I'm disappointed we didn't get iTunes in the cloud. Sarcasm aside, Safari Reader is actually pretty awesome"
"15675994830","15673262085","14922441","","","2010-06-08 02:41:00 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@mattbertolini But did you forget about SAFARI 5?!?! http://bit.ly/a7FQV2"
"15672429342","15671947660","21711662","","","2010-06-08 01:49:38 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@DaveBrace I am too, was just hoping Apple's Lala purchase would have shown up (e.g. how Google bought/built Simplify Media into Android)"
"15661606900","","","","","2010-06-07 22:51:32 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","(where's the cloud-based iTunes?) and video chat (iPhone-to-iPhone/WiFi only). Still disappointed by the lack of real multitasking (2/2) #fb"
"15661592873","","","","","2010-06-07 22:51:16 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","iPhone 4 thoughts: pretty great but not overwhelming. Excited for better battery life and HD video. Not excited about 32 GB size (1/2) #fb"
"15603494915","","","","","2010-06-07 03:38:42 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","If you haven't been watching Breaking Bad, you're really, really missing out. Easily the best TV has to offer at the moment #fb"
"15291331377","","","","","2010-06-03 01:26:20 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Best of Amazon's June $5 albums: Arcade Fire's ""Neon Bible,"" Spoon's ""Girl's Can Tell,"" Radiohead's ""Amnesiac"" http://amzn.to/9W3wTM"
"15291022628","","","15290561010","21105421","2010-06-03 01:21:21 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","RT @bobbybonett: @markmacyk http://twitpic.com/1terza"
"15290330440","15290234402","78510065","","","2010-06-03 01:09:58 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@MarkMacyk Ha, I didn't even see it until after I replied. I would have picked up on that"
"15290158140","15289982178","78510065","","","2010-06-03 01:07:10 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@MarkMacyk Called the batter safe when he was clearly out on what would have been the last out of a perfect game (Armando Galarraga)"
"15289895558","15289683893","78510065","","","2010-06-03 01:03:03 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@MarkMacyk He's not exaggerating"
"15289752124","","","","","2010-06-03 01:00:47 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","And that just singlehandedly changed my opinion on instant replay in baseball. You can't BLOW A CALL ON THE LAST OUT OF A PERFECT GAME #fb"
"15221859134","15156488638","21711662","","","2010-06-02 02:30:16 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@DaveBrace Well hopefully you guys can avoid the Marion Hossa curse then"
"15214632898","","","","","2010-06-02 00:33:13 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Don't know if I can pass up seeing Arcade Fire and Spoon in August, but wish it was somewhere other than MSG. Hmm... #fb"
