"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"274678986439786496","274674329994801152","62402503","","","2012-12-01 00:59:08 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@amirmemon Just tested this, it works in the version we currently have in review. Hope you?ll confirm this once it gets released."
"274675245225504768","274674329994801152","62402503","","","2012-12-01 00:44:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@amirmemon Thanks, I?ll look into it. I?m working on making Tumblr integration as easy as possible for anyone who wants to add it."
"274674007918403585","274673575997358081","62402503","","","2012-12-01 00:39:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@amirmemon It should compose a photo post, guess it isn?t doing that for you? I?ll look into it, thanks for the heads up."
"274638852214378496","274563934009311232","130914103","","","2012-11-30 22:19:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@hamburger Tumblr has a limited supply."
"274577079905964032","","21146468","","","2012-11-30 18:14:11 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@xkcd ?GitHub is down!? is the new ?Compiling!?? http://t.co/johBLg2t","http://xkcd.com/303/"
"274353804323991553","","","274231059388964865","44787298","2012-11-30 03:26:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @bdkjones: Want to learn how to write Mac apps? I'll show you everything. Starting tomorrow, here --&gt; http://t.co/dzV3jq0s","http://tutsplus.com/courses/"
"274278868133756929","274271029080231938","6798382","","","2012-11-29 22:29:12 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mzarra Yes, on the main thread. Weird stuff."
"274263108225224704","274262586055352321","6798382","","","2012-11-29 21:26:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mzarra Save the background context and `mergeChangesFromContextDidSaveNotification:`"
"274260755610750977","","6798382","","","2012-11-29 21:17:14 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mzarra Calling `performFetch:` in `controllerDidChangeContent:` seems to alleviate, but feels like a hack. Any suggestions?"
"274259284504760320","274258826377691136","6798382","","","2012-11-29 21:11:23 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mzarra Object property is updated such that it should match FRC predicate, background context is merged in, FRC doesn?t pick it up."
"274258485787652096","","6798382","","","2012-11-29 21:08:13 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mzarra Have you ever seen a FRC not pick up a change to a property? I know it can happen with faulted relationships, but a direct property?"
"274162468287311872","","","","","2012-11-29 14:46:40 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","?Since Democrats had the support of 80 percent or 90 percent of the best and brightest minds in the infor?? http://t.co/80Tl8mTZ","http://tmblr.co/Z32aPyYI295X"
"274161466263875586","","","","","2012-11-29 14:42:41 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","My favorite calendar app Fantastical is now available for iPhone and it?s awesome. Check out @hamburger?s review: http://t.co/ahrxRpFL","http://www.theverge.com/2012/11/29/3703778/fantastical-for-iphone"
"274159873292382211","","130914103","","","2012-11-29 14:36:22 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@hamburger Whoa, Fantastical for iPhone is awesome."
"274149728348946432","","212490084","","","2012-11-29 13:56:03 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@WhoIsFatal I have no idea, please contact support@tumblr.com"
"273892113668775937","","","","","2012-11-28 20:52:23 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Full Tumblr for iOS gesture list http://t.co/pX7jGrwk","http://tmblr.co/Z32aPyYEsWUV"
"273874662730129408","273799931326758912","15405448","","","2012-11-28 19:43:02 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@trevorburnham Congratulations!"
"273860805525655552","273776197832425472","5905672","","","2012-11-28 18:47:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@danbenjamin Don?t you mean your ?connections??"
"273168596119736320","","","","","2012-11-26 20:57:23 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","1Password - TUAW: Unlike the current version of 1Password for iPhone and iPad, 1Password 4 simplifies the log? http://t.co/X6b696y6","http://tmblr.co/Z32aPyY6Adx6"
"272871160054681600","","","","","2012-11-26 01:15:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Almost positive the answer is ?no? but can you automatically invoke anonymous blocks in Objective-C (e.g. https://t.co/22awFbnu)?","https://gist.github.com/1105846"
"272848678165815296","","","","","2012-11-25 23:46:08 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Dalton Caldwell: A lie that people like to tell themselves is that once ?success? is reached, their life will get a? http://t.co/VDgt6CdX","http://tmblr.co/Z32aPyY2ZeYM"
"272831879034580992","272797050553389057","16448517","","","2012-11-25 22:39:23 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@jcb What in particular are you liking about it?"
"272809494793314304","272806716561817600","14462333","","","2012-11-25 21:10:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@NikeSupport Whoops, I did actually get it. Thanks for the quick response."
"272806666150506497","","","272797050553389057","16448517","2012-11-25 20:59:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @jcb: Node.js is really awesome."
"272804282103906304","268162882263470080","14462333","","","2012-11-25 20:49:43 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@NikeSupport Still have not gotten my replacement FuelBand in the mail. Any way I can get a tracking number? Thanks."
"272748594518446080","","","","","2012-11-25 17:08:27 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Tantalizingly close to Instapaper Zero."
"272555079956049922","","","","","2012-11-25 04:19:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","ND just made FIVE stops inside the two-yard line."
"272505297459888128","272490881930641409","2006261","","","2012-11-25 01:01:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@maccman Tweetbot yourself ASAP"
"272418161763168256","271467045554634752","14941247","","","2012-11-24 19:15:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Zombie_Plan @hamburger Trust me, we?re well aware."
"272392576450052096","","233807199","","","2012-11-24 17:33:45 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@calladan999 Also, http://t.co/eduzOaJX and http://t.co/4MkrOPCi","http://www.codecademy.com/learn","http://www.khanacademy.org/cs/tutorials/programming-basics"
"272392442295234560","272391055964528640","233807199","","","2012-11-24 17:33:13 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@calladan999 Good question, as there are *many* paths one could take. I haven?t read it myself but this looks good: http://t.co/nU5EJZI7","http://www.headfirstlabs.com/books/hfprog/"
"272389775560941570","","","","","2012-11-24 17:22:37 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Solution to unemployment: everyone learn to build software. Near unlimited demand, it seems."
"272189877225930752","272167331512348673","24599929","","","2012-11-24 04:08:18 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@annie_werner What about Keith Hernandez?"
"272051165007605760","","402676244","","","2012-11-23 18:57:06 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@CocoaPodsOrg Is there a command to install dependencies from a podspec? Seems redundant in some cases to have both a podspec and podfile"
"272039034954596355","","","","","2012-11-23 18:08:54 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Photo: Hut hut hike (Taken with Cinemagram) http://t.co/OJksqTBF","http://tmblr.co/Z32aPyXtTKZh"
"272031135477936128","","","","","2012-11-23 17:37:31 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Not thankful for OAuth"
"272024898686300161","271992408424722433","636923","","","2012-11-23 17:12:44 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@siracusa This has likely been discussed to death but do you recommend CrashPlan over Backblaze? (CC: @marcoarment)"
"271821612360290304","271820267590930432","49422284","","","2012-11-23 03:44:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@strle Right back at ya!"
"271806701253054465","271801678968274944","652193","","","2012-11-23 02:45:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@parislemon Don?t forget that the fumble was returned for a touchdown. Ugh."
"271754958041411585","271751494305447936","8660162","","","2012-11-22 23:20:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@dombutchello So good. A lot to live up to after trading three first round picks for him but he?s certainly looking the part."
"271713582469742592","271710787956011008","5637652","","","2012-11-22 20:35:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@codinghorror I believe @parislemon recommends the Logitech one"
"271704219118092288","271702448895299586","795649","","","2012-11-22 19:58:28 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@rsarver That has to be one of the worst rules in the league, easily."
"271685672027447296","","","","","2012-11-22 18:44:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","In an era where Apple web services don?t always ?just work,? Shared Photo Streams actually do."
"271665643630252033","","","","","2012-11-22 17:25:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Confirmed: the iPad mini really is that good. If you don?t believe me, download and play the original Sonic the Hedgehog on one."
"271477966058438656","271425307259588611","14353540","","","2012-11-22 04:59:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@devindoty Got any good ideas?"
